date,hospital_id,hospital_name,department,admissions_count,avg_wait_time_minutes,temperature_celsius,rainfall_mm,air_quality_index,is_holiday,is_weekend
2023-03-15,RS-002,RSUD Tarakan,Emergency Room,58,41.0,26.2,35.6,91,0,0
2023-03-15,RS-002,RSUD Tarakan,Outpatient,159,77.4,26.2,35.6,91,0,0
2023-03-15,RS-002,RSUD Tarakan,ICU,9,21.4,26.2,35.6,91,0,0
2023-03-15,RS-003,RSUD Cengkareng,Emergency Room,34,29.1,26.2,35.6,91,0,0
2023-03-15,RS-003,RSUD Cengkareng,Outpatient,131,67.0,26.2,35.6,91,0,0
2023-03-15,RS-003,RSUD Cengkareng,ICU,12,22.4,26.2,35.6,91,0,0
2023-03-15,RS-004,RS Fatmawati,Emergency Room,62,40.1,26.2,35.6,91,0,0
2023-03-15,RS-004,RS Fatmawati,Outpatient,198,95.0,26.2,35.6,91,0,0
2023-03-15,RS-004,RS Fatmawati,ICU,14,18.4,26.2,35.6,91,0,0
2023-03-16,RS-001,RSUD Pasar Minggu,Emergency Room,33,27.5,26.2,0.0,99,0,0
2023-03-16,RS-001,RSUD Pasar Minggu,Outpatient,108,55.9,26.2,0.0,99,0,0
2023-03-16,RS-001,RSUD Pasar Minggu,ICU,6,14.9,26.2,0.0,99,0,0
2023-03-16,RS-002,RSUD Tarakan,Emergency Room,36,32.1,26.2,0.0,99,0,0
2023-03-16,RS-002,RSUD Tarakan,Outpatient,145,70.7,26.2,0.0,99,0,0
2023-03-16,RS-002,RSUD Tarakan,ICU,8,16.2,26.2,0.0,99,0,0
2023-03-16,RS-003,RSUD Cengkareng,Emergency Room,38,27.5,26.2,0.0,99,0,0
2023-03-16,RS-003,RSUD Cengkareng,Outpatient,116,63.8,26.2,0.0,99,0,0
2023-03-16,RS-003,RSUD Cengkareng,ICU,5,16.9,26.2,0.0,99,0,0
2023-03-16,RS-004,RS Fatmawati,Emergency Room,59,38.1,26.2,0.0,99,0,0
2023-03-16,RS-004,RS Fatmawati,Outpatient,197,94.7,26.2,0.0,99,0,0
2023-03-16,RS-004,RS Fatmawati,ICU,8,19.3,26.2,0.0,99,0,0
2023-03-17,RS-001,RSUD Pasar Minggu,Emergency Room,33,29.4,26.0,3.6,72,0,0
2023-03-17,RS-001,RSUD Pasar Minggu,Outpatient,71,40.5,26.0,3.6,72,0,0
2023-03-17,RS-001,RSUD Pasar Minggu,ICU,8,17.7,26.0,3.6,72,0,0
2023-03-17,RS-002,RSUD Tarakan,Emergency Room,37,27.0,26.0,3.6,72,0,0
2023-03-17,RS-002,RSUD Tarakan,Outpatient,117,62.3,26.0,3.6,72,0,0
2023-03-17,RS-002,RSUD Tarakan,ICU,14,19.9,26.0,3.6,72,0,0
2023-03-17,RS-003,RSUD Cengkareng,Emergency Room,34,28.8,26.0,3.6,72,0,0
2023-03-17,RS-003,RSUD Cengkareng,Outpatient,104,56.6,26.0,3.6,72,0,0
2023-03-17,RS-003,RSUD Cengkareng,ICU,6,18.4,26.0,3.6,72,0,0
2023-03-17,RS-004,RS Fatmawati,Emergency Room,56,39.0,26.0,3.6,72,0,0
2023-03-17,RS-004,RS Fatmawati,Outpatient,165,83.8,26.0,3.6,72,0,0
2023-03-17,RS-004,RS Fatmawati,ICU,18,21.2,26.0,3.6,72,0,0
2023-03-18,RS-001,RSUD Pasar Minggu,Emergency Room,47,34.0,25.8,9.5,75,0,1
2023-03-18,RS-001,RSUD Pasar Minggu,Outpatient,9,20.3,25.8,9.5,75,0,1
2023-03-18,RS-001,RSUD Pasar Minggu,ICU,3,14.0,25.8,9.5,75,0,1
2023-03-18,RS-002,RSUD Tarakan,Emergency Room,56,39.0,25.8,9.5,75,0,1
2023-03-18,RS-002,RSUD Tarakan,Outpatient,13,21.4,25.8,9.5,75,0,1
2023-03-18,RS-002,RSUD Tarakan,ICU,10,17.4,25.8,9.5,75,0,1
2023-03-18,RS-003,RSUD Cengkareng,Emergency Room,39,28.2,25.8,9.5,75,0,1
2023-03-18,RS-003,RSUD Cengkareng,Outpatient,13,22.6,25.8,9.5,75,0,1
2023-03-18,RS-003,RSUD Cengkareng,ICU,5,15.5,25.8,9.5,75,0,1
2023-03-18,RS-004,RS Fatmawati,Emergency Room,74,45.0,25.8,9.5,75,0,1
2023-03-18,RS-004,RS Fatmawati,Outpatient,25,22.7,25.8,9.5,75,0,1
2023-03-18,RS-004,RS Fatmawati,ICU,19,21.8,25.8,9.5,75,0,1
2023-03-19,RS-001,RSUD Pasar Minggu,Emergency Room,36,30.5,26.7,0.0,60,0,1
2023-03-19,RS-001,RSUD Pasar Minggu,Outpatient,0,16.7,26.7,0.0,60,0,1
2023-03-19,RS-001,RSUD Pasar Minggu,ICU,7,17.5,26.7,0.0,60,0,1
2023-03-19,RS-002,RSUD Tarakan,Emergency Room,64,43.6,26.7,0.0,60,0,1
2023-03-19,RS-002,RSUD Tarakan,Outpatient,1,16.5,26.7,0.0,60,0,1
2023-03-19,RS-002,RSUD Tarakan,ICU,9,21.2,26.7,0.0,60,0,1
2023-03-19,RS-003,RSUD Cengkareng,Emergency Room,29,28.5,26.7,0.0,60,0,1
2023-03-19,RS-003,RSUD Cengkareng,Outpatient,1,14.4,26.7,0.0,60,0,1
2023-03-19,RS-003,RSUD Cengkareng,ICU,2,16.9,26.7,0.0,60,0,1
2023-03-19,RS-004,RS Fatmawati,Emergency Room,81,45.3,26.7,0.0,60,0,1
2023-03-19,RS-004,RS Fatmawati,Outpatient,1,17.5,26.7,0.0,60,0,1
2023-03-19,RS-004,RS Fatmawati,ICU,8,20.0,26.7,0.0,60,0,1
2023-03-20,RS-001,RSUD Pasar Minggu,Emergency Room,38,30.9,26.9,17.6,78,0,0
2023-03-20,RS-001,RSUD Pasar Minggu,Outpatient,126,63.5,26.9,17.6,78,0,0
2023-03-20,RS-001,RSUD Pasar Minggu,ICU,6,15.8,26.9,17.6,78,0,0
2023-03-20,RS-002,RSUD Tarakan,Emergency Room,43,33.1,26.9,17.6,78,0,0
2023-03-20,RS-002,RSUD Tarakan,Outpatient,193,91.7,26.9,17.6,78,0,0
2023-03-20,RS-002,RSUD Tarakan,ICU,6,15.6,26.9,17.6,78,0,0
2023-03-20,RS-003,RSUD Cengkareng,Emergency Room,43,31.5,26.9,17.6,78,0,0
2023-03-20,RS-003,RSUD Cengkareng,Outpatient,141,71.1,26.9,17.6,78,0,0
2023-03-20,RS-003,RSUD Cengkareng,ICU,8,15.9,26.9,17.6,78,0,0
2023-03-20,RS-004,RS Fatmawati,Emergency Room,69,42.7,26.9,17.6,78,0,0
2023-03-20,RS-004,RS Fatmawati,Outpatient,226,105.9,26.9,17.6,78,0,0
2023-03-20,RS-004,RS Fatmawati,ICU,14,23.3,26.9,17.6,78,0,0
2023-03-21,RS-001,RSUD Pasar Minggu,Emergency Room,39,30.0,27.2,35.2,88,0,0
2023-03-21,RS-001,RSUD Pasar Minggu,Outpatient,115,58.8,27.2,35.2,88,0,0
2023-03-21,RS-001,RSUD Pasar Minggu,ICU,8,15.3,27.2,35.2,88,0,0
2023-03-21,RS-002,RSUD Tarakan,Emergency Room,51,35.9,27.2,35.2,88,0,0
2023-03-21,RS-002,RSUD Tarakan,Outpatient,168,85.1,27.2,35.2,88,0,0
2023-03-21,RS-002,RSUD Tarakan,ICU,7,18.8,27.2,35.2,88,0,0
2023-03-21,RS-003,RSUD Cengkareng,Emergency Room,32,25.5,27.2,35.2,88,0,0
2023-03-21,RS-003,RSUD Cengkareng,Outpatient,129,64.3,27.2,35.2,88,0,0
2023-03-21,RS-003,RSUD Cengkareng,ICU,8,19.9,27.2,35.2,88,0,0
2023-03-21,RS-004,RS Fatmawati,Emergency Room,75,45.2,27.2,35.2,88,0,0
2023-03-21,RS-004,RS Fatmawati,Outpatient,236,107.4,27.2,35.2,88,0,0
2023-03-21,RS-004,RS Fatmawati,ICU,13,18.0,27.2,35.2,88,0,0
2023-03-22,RS-001,RSUD Pasar Minggu,Emergency Room,34,26.0,26.7,2.8,73,0,0
2023-03-22,RS-001,RSUD Pasar Minggu,Outpatient,90,51.5,26.7,2.8,73,0,0
2023-03-22,RS-001,RSUD Pasar Minggu,ICU,7,17.1,26.7,2.8,73,0,0
2023-03-22,RS-002,RSUD Tarakan,Emergency Room,43,33.4,26.7,2.8,73,0,0
2023-03-22,RS-002,RSUD Tarakan,Outpatient,153,74.3,26.7,2.8,73,0,0
2023-03-22,RS-002,RSUD Tarakan,ICU,8,17.5,26.7,2.8,73,0,0
2023-03-22,RS-003,RSUD Cengkareng,Emergency Room,28,27.4,26.7,2.8,73,0,0
2023-03-22,RS-003,RSUD Cengkareng,Outpatient,102,56.1,26.7,2.8,73,0,0
2023-03-22,RS-003,RSUD Cengkareng,ICU,9,16.5,26.7,2.8,73,0,0
2023-03-22,RS-004,RS Fatmawati,Emergency Room,57,38.7,26.7,2.8,73,0,0
2023-03-22,RS-004,RS Fatmawati,Outpatient,220,104.4,26.7,2.8,73,0,0
2023-03-22,RS-004,RS Fatmawati,ICU,11,19.0,26.7,2.8,73,0,0
2023-03-23,RS-001,RSUD Pasar Minggu,Emergency Room,31,25.4,27.3,0.0,79,0,0
2023-03-23,RS-001,RSUD Pasar Minggu,Outpatient,95,51.2,27.3,0.0,79,0,0
2023-03-23,RS-001,RSUD Pasar Minggu,ICU,6,16.3,27.3,0.0,79,0,0
2023-03-23,RS-002,RSUD Tarakan,Emergency Room,56,36.2,27.3,0.0,79,0,0
2023-03-23,RS-002,RSUD Tarakan,Outpatient,141,70.9,27.3,0.0,79,0,0
2023-03-23,RS-002,RSUD Tarakan,ICU,12,18.2,27.3,0.0,79,0,0
2023-03-23,RS-003,RSUD Cengkareng,Emergency Room,27,28.2,27.3,0.0,79,0,0
2023-03-23,RS-003,RSUD Cengkareng,Outpatient,108,57.5,27.3,0.0,79,0,0
2023-03-23,RS-003,RSUD Cengkareng,ICU,3,15.7,27.3,0.0,79,0,0
2023-03-23,RS-004,RS Fatmawati,Emergency Room,47,34.2,27.3,0.0,79,0,0
2023-03-23,RS-004,RS Fatmawati,Outpatient,174,86.5,27.3,0.0,79,0,0
2023-03-23,RS-004,RS Fatmawati,ICU,11,20.6,27.3,0.0,79,0,0
2023-03-24,RS-001,RSUD Pasar Minggu,Emergency Room,38,27.3,25.8,5.2,67,0,0
2023-03-24,RS-001,RSUD Pasar Minggu,Outpatient,84,48.3,25.8,5.2,67,0,0
2023-03-24,RS-001,RSUD Pasar Minggu,ICU,7,15.0,25.8,5.2,67,0,0
2023-03-24,RS-002,RSUD Tarakan,Emergency Room,50,37.7,25.8,5.2,67,0,0
2023-03-24,RS-002,RSUD Tarakan,Outpatient,144,69.6,25.8,5.2,67,0,0
2023-03-24,RS-002,RSUD Tarakan,ICU,17,24.4,25.8,5.2,67,0,0
2023-03-24,RS-003,RSUD Cengkareng,Emergency Room,26,23.8,25.8,5.2,67,0,0
2023-03-24,RS-003,RSUD Cengkareng,Outpatient,94,50.7,25.8,5.2,67,0,0
2023-03-24,RS-003,RSUD Cengkareng,ICU,8,20.5,25.8,5.2,67,0,0
2023-03-24,RS-004,RS Fatmawati,Emergency Room,71,43.8,25.8,5.2,67,0,0
2023-03-24,RS-004,RS Fatmawati,Outpatient,172,85.3,25.8,5.2,67,0,0
2023-03-24,RS-004,RS Fatmawati,ICU,18,24.5,25.8,5.2,67,0,0
2023-03-25,RS-001,RSUD Pasar Minggu,Emergency Room,31,25.4,26.2,9.2,85,0,1
2023-03-25,RS-001,RSUD Pasar Minggu,Outpatient,21,21.3,26.2,9.2,85,0,1
2023-03-25,RS-001,RSUD Pasar Minggu,ICU,3,18.8,26.2,9.2,85,0,1
2023-03-25,RS-002,RSUD Tarakan,Emergency Room,54,36.4,26.2,9.2,85,0,1
2023-03-25,RS-002,RSUD Tarakan,Outpatient,26,24.1,26.2,9.2,85,0,1
2023-03-25,RS-002,RSUD Tarakan,ICU,9,17.1,26.2,9.2,85,0,1
2023-03-25,RS-003,RSUD Cengkareng,Emergency Room,44,29.9,26.2,9.2,85,0,1
2023-03-25,RS-003,RSUD Cengkareng,Outpatient,14,23.0,26.2,9.2,85,0,1
2023-03-25,RS-003,RSUD Cengkareng,ICU,4,19.4,26.2,9.2,85,0,1
2023-03-25,RS-004,RS Fatmawati,Emergency Room,83,46.3,26.2,9.2,85,0,1
2023-03-25,RS-004,RS Fatmawati,Outpatient,27,28.6,26.2,9.2,85,0,1
2023-03-25,RS-004,RS Fatmawati,ICU,7,15.1,26.2,9.2,85,0,1
2023-03-26,RS-001,RSUD Pasar Minggu,Emergency Room,36,30.2,27.2,43.4,62,0,1
2023-03-26,RS-001,RSUD Pasar Minggu,Outpatient,0,16.9,27.2,43.4,62,0,1
2023-03-26,RS-001,RSUD Pasar Minggu,ICU,7,17.9,27.2,43.4,62,0,1
2023-03-26,RS-002,RSUD Tarakan,Emergency Room,64,42.9,27.2,43.4,62,0,1
2023-03-26,RS-002,RSUD Tarakan,Outpatient,2,17.8,27.2,43.4,62,0,1
2023-03-26,RS-002,RSUD Tarakan,ICU,10,19.4,27.2,43.4,62,0,1
2023-03-26,RS-003,RSUD Cengkareng,Emergency Room,55,39.7,27.2,43.4,62,0,1
2023-03-26,RS-003,RSUD Cengkareng,Outpatient,0,13.7,27.2,43.4,62,0,1
2023-03-26,RS-003,RSUD Cengkareng,ICU,10,17.6,27.2,43.4,62,0,1
2023-03-26,RS-004,RS Fatmawati,Emergency Room,79,46.3,27.2,43.4,62,0,1
2023-03-26,RS-004,RS Fatmawati,Outpatient,1,15.9,27.2,43.4,62,0,1
2023-03-26,RS-004,RS Fatmawati,ICU,14,22.3,27.2,43.4,62,0,1
2023-03-27,RS-001,RSUD Pasar Minggu,Emergency Room,24,21.9,27.0,15.9,84,0,0
2023-03-27,RS-001,RSUD Pasar Minggu,Outpatient,120,62.9,27.0,15.9,84,0,0
2023-03-27,RS-001,RSUD Pasar Minggu,ICU,5,19.4,27.0,15.9,84,0,0
2023-03-27,RS-002,RSUD Tarakan,Emergency Room,53,36.7,27.0,15.9,84,0,0
2023-03-27,RS-002,RSUD Tarakan,Outpatient,201,98.0,27.0,15.9,84,0,0
2023-03-27,RS-002,RSUD Tarakan,ICU,14,21.3,27.0,15.9,84,0,0
2023-03-27,RS-003,RSUD Cengkareng,Emergency Room,39,31.8,27.0,15.9,84,0,0
2023-03-27,RS-003,RSUD Cengkareng,Outpatient,148,76.5,27.0,15.9,84,0,0
2023-03-27,RS-003,RSUD Cengkareng,ICU,11,17.4,27.0,15.9,84,0,0
2023-03-27,RS-004,RS Fatmawati,Emergency Room,52,34.8,27.0,15.9,84,0,0
2023-03-27,RS-004,RS Fatmawati,Outpatient,245,115.3,27.0,15.9,84,0,0
2023-03-27,RS-004,RS Fatmawati,ICU,6,18.7,27.0,15.9,84,0,0
2023-03-28,RS-001,RSUD Pasar Minggu,Emergency Room,29,26.5,25.9,20.3,95,0,0
2023-03-28,RS-001,RSUD Pasar Minggu,Outpatient,128,67.7,25.9,20.3,95,0,0
2023-03-28,RS-001,RSUD Pasar Minggu,ICU,7,18.7,25.9,20.3,95,0,0
2023-03-28,RS-002,RSUD Tarakan,Emergency Room,36,31.3,25.9,20.3,95,0,0
2023-03-28,RS-002,RSUD Tarakan,Outpatient,168,79.7,25.9,20.3,95,0,0
2023-03-28,RS-002,RSUD Tarakan,ICU,8,15.4,25.9,20.3,95,0,0
2023-03-28,RS-003,RSUD Cengkareng,Emergency Room,38,33.1,25.9,20.3,95,0,0
2023-03-28,RS-003,RSUD Cengkareng,Outpatient,122,65.8,25.9,20.3,95,0,0
2023-03-28,RS-003,RSUD Cengkareng,ICU,8,17.1,25.9,20.3,95,0,0
2023-03-28,RS-004,RS Fatmawati,Emergency Room,52,38.4,25.9,20.3,95,0,0
2023-03-28,RS-004,RS Fatmawati,Outpatient,199,96.6,25.9,20.3,95,0,0
2023-03-28,RS-004,RS Fatmawati,ICU,18,25.0,25.9,20.3,95,0,0
2023-03-29,RS-001,RSUD Pasar Minggu,Emergency Room,32,28.5,26.4,1.1,83,0,0
2023-03-29,RS-001,RSUD Pasar Minggu,Outpatient,112,59.0,26.4,1.1,83,0,0
2023-03-29,RS-001,RSUD Pasar Minggu,ICU,6,16.2,26.4,1.1,83,0,0
2023-03-29,RS-002,RSUD Tarakan,Emergency Room,49,34.3,26.4,1.1,83,0,0
2023-03-29,RS-002,RSUD Tarakan,Outpatient,144,73.1,26.4,1.1,83,0,0
2023-03-29,RS-002,RSUD Tarakan,ICU,6,17.0,26.4,1.1,83,0,0
2023-03-29,RS-003,RSUD Cengkareng,Emergency Room,29,26.9,26.4,1.1,83,0,0
2023-03-29,RS-003,RSUD Cengkareng,Outpatient,109,55.9,26.4,1.1,83,0,0
2023-03-29,RS-003,RSUD Cengkareng,ICU,5,19.0,26.4,1.1,83,0,0
2023-03-29,RS-004,RS Fatmawati,Emergency Room,39,30.3,26.4,1.1,83,0,0
2023-03-29,RS-004,RS Fatmawati,Outpatient,179,89.5,26.4,1.1,83,0,0
2023-03-29,RS-004,RS Fatmawati,ICU,7,18.2,26.4,1.1,83,0,0
2023-03-30,RS-001,RSUD Pasar Minggu,Emergency Room,37,32.4,26.7,8.4,67,0,0
2023-03-30,RS-001,RSUD Pasar Minggu,Outpatient,82,50.2,26.7,8.4,67,0,0
2023-03-30,RS-001,RSUD Pasar Minggu,ICU,3,15.1,26.7,8.4,67,0,0
2023-03-30,RS-002,RSUD Tarakan,Emergency Room,41,30.2,26.7,8.4,67,0,0
2023-03-30,RS-002,RSUD Tarakan,Outpatient,123,62.1,26.7,8.4,67,0,0
2023-03-30,RS-002,RSUD Tarakan,ICU,11,16.7,26.7,8.4,67,0,0
2023-03-30,RS-003,RSUD Cengkareng,Emergency Room,44,33.5,26.7,8.4,67,0,0
2023-03-30,RS-003,RSUD Cengkareng,Outpatient,111,61.1,26.7,8.4,67,0,0
2023-03-30,RS-003,RSUD Cengkareng,ICU,9,20.4,26.7,8.4,67,0,0
2023-03-30,RS-004,RS Fatmawati,Emergency Room,68,39.9,26.7,8.4,67,0,0
2023-03-30,RS-004,RS Fatmawati,Outpatient,183,89.5,26.7,8.4,67,0,0
2023-03-30,RS-004,RS Fatmawati,ICU,9,16.9,26.7,8.4,67,0,0
2023-03-31,RS-001,RSUD Pasar Minggu,Emergency Room,42,29.0,27.3,54.3,73,0,0
2023-03-31,RS-001,RSUD Pasar Minggu,Outpatient,86,52.3,27.3,54.3,73,0,0
2023-03-31,RS-001,RSUD Pasar Minggu,ICU,8,20.1,27.3,54.3,73,0,0
2023-03-31,RS-002,RSUD Tarakan,Emergency Room,52,33.4,27.3,54.3,73,0,0
2023-03-31,RS-002,RSUD Tarakan,Outpatient,128,66.2,27.3,54.3,73,0,0
2023-03-31,RS-002,RSUD Tarakan,ICU,10,19.1,27.3,54.3,73,0,0
2023-03-31,RS-003,RSUD Cengkareng,Emergency Room,36,31.2,27.3,54.3,73,0,0
2023-03-31,RS-003,RSUD Cengkareng,Outpatient,97,51.0,27.3,54.3,73,0,0
2023-03-31,RS-003,RSUD Cengkareng,ICU,12,19.5,27.3,54.3,73,0,0
2023-03-31,RS-004,RS Fatmawati,Emergency Room,86,51.5,27.3,54.3,73,0,0
2023-03-31,RS-004,RS Fatmawati,Outpatient,177,88.3,27.3,54.3,73,0,0
2023-03-31,RS-004,RS Fatmawati,ICU,19,24.9,27.3,54.3,73,0,0
2023-04-01,RS-001,RSUD Pasar Minggu,Emergency Room,44,31.0,26.9,8.9,85,0,1
2023-04-01,RS-001,RSUD Pasar Minggu,Outpatient,13,17.6,26.9,8.9,85,0,1
2023-04-01,RS-001,RSUD Pasar Minggu,ICU,6,17.1,26.9,8.9,85,0,1
2023-04-01,RS-002,RSUD Tarakan,Emergency Room,48,35.3,26.9,8.9,85,0,1
2023-04-01,RS-002,RSUD Tarakan,Outpatient,13,19.6,26.9,8.9,85,0,1
2023-04-01,RS-002,RSUD Tarakan,ICU,12,20.0,26.9,8.9,85,0,1
2023-04-01,RS-003,RSUD Cengkareng,Emergency Room,43,31.9,26.9,8.9,85,0,1
2023-04-01,RS-003,RSUD Cengkareng,Outpatient,13,21.0,26.9,8.9,85,0,1
2023-04-01,RS-003,RSUD Cengkareng,ICU,5,15.3,26.9,8.9,85,0,1
2023-04-01,RS-004,RS Fatmawati,Emergency Room,86,46.7,26.9,8.9,85,0,1
2023-04-01,RS-004,RS Fatmawati,Outpatient,36,29.2,26.9,8.9,85,0,1
2023-04-01,RS-004,RS Fatmawati,ICU,16,22.0,26.9,8.9,85,0,1
2023-04-02,RS-001,RSUD Pasar Minggu,Emergency Room,38,31.0,26.0,74.9,100,0,1
2023-04-02,RS-001,RSUD Pasar Minggu,Outpatient,0,12.8,26.0,74.9,100,0,1
2023-04-02,RS-001,RSUD Pasar Minggu,ICU,14,22.3,26.0,74.9,100,0,1
2023-04-02,RS-002,RSUD Tarakan,Emergency Room,76,42.7,26.0,74.9,100,0,1
2023-04-02,RS-002,RSUD Tarakan,Outpatient,2,18.3,26.0,74.9,100,0,1
2023-04-02,RS-002,RSUD Tarakan,ICU,16,21.4,26.0,74.9,100,0,1
2023-04-02,RS-003,RSUD Cengkareng,Emergency Room,51,36.3,26.0,74.9,100,0,1
2023-04-02,RS-003,RSUD Cengkareng,Outpatient,1,15.1,26.0,74.9,100,0,1
2023-04-02,RS-003,RSUD Cengkareng,ICU,9,20.3,26.0,74.9,100,0,1
2023-04-02,RS-004,RS Fatmawati,Emergency Room,74,46.3,26.0,74.9,100,0,1
2023-04-02,RS-004,RS Fatmawati,Outpatient,1,15.3,26.0,74.9,100,0,1
2023-04-02,RS-004,RS Fatmawati,ICU,18,24.8,26.0,74.9,100,0,1
2023-04-03,RS-001,RSUD Pasar Minggu,Emergency Room,30,28.3,25.9,154.8,69,0,0
2023-04-03,RS-001,RSUD Pasar Minggu,Outpatient,164,80.3,25.9,154.8,69,0,0
2023-04-03,RS-001,RSUD Pasar Minggu,ICU,8,17.4,25.9,154.8,69,0,0
2023-04-03,RS-002,RSUD Tarakan,Emergency Room,63,37.3,25.9,154.8,69,0,0
2023-04-03,RS-002,RSUD Tarakan,Outpatient,235,106.4,25.9,154.8,69,0,0
2023-04-03,RS-002,RSUD Tarakan,ICU,5,18.8,25.9,154.8,69,0,0
2023-04-03,RS-003,RSUD Cengkareng,Emergency Room,51,37.1,25.9,154.8,69,0,0
2023-04-03,RS-003,RSUD Cengkareng,Outpatient,193,93.7,25.9,154.8,69,0,0
2023-04-03,RS-003,RSUD Cengkareng,ICU,9,17.0,25.9,154.8,69,0,0
2023-04-03,RS-004,RS Fatmawati,Emergency Room,90,50.4,25.9,154.8,69,0,0
2023-04-03,RS-004,RS Fatmawati,Outpatient,299,137.1,25.9,154.8,69,0,0
2023-04-03,RS-004,RS Fatmawati,ICU,14,18.0,25.9,154.8,69,0,0
2023-04-04,RS-001,RSUD Pasar Minggu,Emergency Room,31,25.1,27.1,18.0,85,0,0
2023-04-04,RS-001,RSUD Pasar Minggu,Outpatient,96,50.5,27.1,18.0,85,0,0
2023-04-04,RS-001,RSUD Pasar Minggu,ICU,7,15.9,27.1,18.0,85,0,0
2023-04-04,RS-002,RSUD Tarakan,Emergency Room,34,30.1,27.1,18.0,85,0,0
2023-04-04,RS-002,RSUD Tarakan,Outpatient,158,80.1,27.1,18.0,85,0,0
2023-04-04,RS-002,RSUD Tarakan,ICU,5,14.9,27.1,18.0,85,0,0
2023-04-04,RS-003,RSUD Cengkareng,Emergency Room,39,28.2,27.1,18.0,85,0,0
2023-04-04,RS-003,RSUD Cengkareng,Outpatient,117,62.4,27.1,18.0,85,0,0
2023-04-04,RS-003,RSUD Cengkareng,ICU,9,19.7,27.1,18.0,85,0,0
2023-04-04,RS-004,RS Fatmawati,Emergency Room,59,41.2,27.1,18.0,85,0,0
2023-04-04,RS-004,RS Fatmawati,Outpatient,239,112.4,27.1,18.0,85,0,0
2023-04-04,RS-004,RS Fatmawati,ICU,16,19.4,27.1,18.0,85,0,0
2023-04-05,RS-001,RSUD Pasar Minggu,Emergency Room,30,29.3,27.2,0.0,65,0,0
2023-04-05,RS-001,RSUD Pasar Minggu,Outpatient,96,55.1,27.2,0.0,65,0,0
2023-04-05,RS-001,RSUD Pasar Minggu,ICU,5,19.1,27.2,0.0,65,0,0
2023-04-05,RS-002,RSUD Tarakan,Emergency Room,50,34.6,27.2,0.0,65,0,0
2023-04-05,RS-002,RSUD Tarakan,Outpatient,163,82.7,27.2,0.0,65,0,0
2023-04-05,RS-002,RSUD Tarakan,ICU,8,21.1,27.2,0.0,65,0,0
2023-04-05,RS-003,RSUD Cengkareng,Emergency Room,28,28.1,27.2,0.0,65,0,0
2023-04-05,RS-003,RSUD Cengkareng,Outpatient,109,57.1,27.2,0.0,65,0,0
2023-04-05,RS-003,RSUD Cengkareng,ICU,13,21.3,27.2,0.0,65,0,0
2023-04-05,RS-004,RS Fatmawati,Emergency Room,62,41.1,27.2,0.0,65,0,0
2023-04-05,RS-004,RS Fatmawati,Outpatient,188,92.5,27.2,0.0,65,0,0
2023-04-05,RS-004,RS Fatmawati,ICU,13,20.8,27.2,0.0,65,0,0
2023-04-06,RS-001,RSUD Pasar Minggu,Emergency Room,29,24.1,27.3,10.9,94,0,0
2023-04-06,RS-001,RSUD Pasar Minggu,Outpatient,82,45.5,27.3,10.9,94,0,0
2023-04-06,RS-001,RSUD Pasar Minggu,ICU,6,14.4,27.3,10.9,94,0,0
2023-04-06,RS-002,RSUD Tarakan,Emergency Room,37,29.5,27.3,10.9,94,0,0
2023-04-06,RS-002,RSUD Tarakan,Outpatient,127,65.2,27.3,10.9,94,0,0
2023-04-06,RS-002,RSUD Tarakan,ICU,9,20.4,27.3,10.9,94,0,0
2023-04-06,RS-003,RSUD Cengkareng,Emergency Room,37,27.8,27.3,10.9,94,0,0
2023-04-06,RS-003,RSUD Cengkareng,Outpatient,118,64.0,27.3,10.9,94,0,0
2023-04-06,RS-003,RSUD Cengkareng,ICU,5,18.5,27.3,10.9,94,0,0
2023-04-06,RS-004,RS Fatmawati,Emergency Room,58,36.7,27.3,10.9,94,0,0
2023-04-06,RS-004,RS Fatmawati,Outpatient,178,86.3,27.3,10.9,94,0,0
2023-04-06,RS-004,RS Fatmawati,ICU,22,21.3,27.3,10.9,94,0,0
2023-04-07,RS-001,RSUD Pasar Minggu,Emergency Room,34,27.8,26.0,2.7,89,0,0
2023-04-07,RS-001,RSUD Pasar Minggu,Outpatient,84,48.2,26.0,2.7,89,0,0
2023-04-07,RS-001,RSUD Pasar Minggu,ICU,12,20.5,26.0,2.7,89,0,0
2023-04-07,RS-002,RSUD Tarakan,Emergency Room,41,31.3,26.0,2.7,89,0,0
2023-04-07,RS-002,RSUD Tarakan,Outpatient,107,57.7,26.0,2.7,89,0,0
2023-04-07,RS-002,RSUD Tarakan,ICU,5,15.9,26.0,2.7,89,0,0
2023-04-07,RS-003,RSUD Cengkareng,Emergency Room,37,30.7,26.0,2.7,89,0,0
2023-04-07,RS-003,RSUD Cengkareng,Outpatient,110,61.0,26.0,2.7,89,0,0
2023-04-07,RS-003,RSUD Cengkareng,ICU,12,19.2,26.0,2.7,89,0,0
2023-04-07,RS-004,RS Fatmawati,Emergency Room,74,45.0,26.0,2.7,89,0,0
2023-04-07,RS-004,RS Fatmawati,Outpatient,160,80.8,26.0,2.7,89,0,0
2023-04-07,RS-004,RS Fatmawati,ICU,11,17.1,26.0,2.7,89,0,0
2023-04-08,RS-001,RSUD Pasar Minggu,Emergency Room,37,31.1,26.6,46.2,101,0,1
2023-04-08,RS-001,RSUD Pasar Minggu,Outpatient,10,17.7,26.6,46.2,101,0,1
